Anime_Base,Titulo_Completo,URL,Imagem,Tipo,Provider
"5.9 Ranma 1/2 (Dublado) 2025 Ranma 1/2 (Dublado) IMDb: 5.9 2025 Akane Tendo conhece o noivo, Ranma Saotome, um prodígio das artes marciais com um segredo. Ele se transforma magicamente em uma garota ao tocar em água fria. Ação Aventura Comédia Dublado Fantasia","5.9 Ranma 1/2 (Dublado) 2025 Ranma 1/2 (Dublado) IMDb: 5.9 2025 Akane Tendo conhece o noivo, Ranma Saotome, um prodígio das artes marciais com um segredo. Ele se transforma magicamente em uma garota ao tocar em água fria. Ação Aventura Comédia Dublado Fantasia",https://animeplayer.com.br/animes/ranma-1-2-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/10/fj5iEatJv7L80Mp9STKTLf6uwcB.jpg,Dublado,AnimePlayer-Dub
"9 Fumetsu no Anata e 3 (Dublado) 2025 Fumetsu no Anata e 3 (Dublado) IMDb: 9 2025 No começo, “aquilo” era uma orbe, lançada na Terra. “Aquilo” conseguia fazer duas coisas: tomar a forma de algo que “o” estimulasse; e voltar da morte. “Aquilo” se transformou de orbe em rocha, de rocha em lobo, e de lobo em garoto – vagando pelo mundo como um recém-nascido que nada sabe. Como ... Ação Aventura Dublado Fantasia Ficção científica","9 Fumetsu no Anata e 3 (Dublado) 2025 Fumetsu no Anata e 3 (Dublado) IMDb: 9 2025 No começo, “aquilo” era uma orbe, lançada na Terra. “Aquilo” conseguia fazer duas coisas: tomar a forma de algo que “o” estimulasse; e voltar da morte. “Aquilo” se transformou de orbe em rocha, de rocha em lobo, e de lobo em garoto – vagando pelo mundo como um recém-nascido que nada sabe. Como ... Ação Aventura Dublado Fantasia Ficção científica",https://animeplayer.com.br/animes/fumetsu-no-anata-e-3-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/10/cd0YbgKvqi62ghhOwTIOUtjlXSy.jpg,Dublado,AnimePlayer-Dub
"7.4 Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka (Dublado) 2025 Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka (Dublado) IMDb: 7.4 2025 Durante um baile, subitamente o noivo de Scarlet, Kyle, cancela o noivado. Ela é falsamente acusada de ser uma valentona e as pessoas injustamente a taxam de “vilã”. Os aristocratas e famílias nobres a denunciam. Por anos, ela teve que aturar o abuso e a idiotice dele, mas ela não ... Ação Aventura Comédia Drama Dublado Fantasia Ficção científica","7.4 Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka (Dublado) 2025 Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka (Dublado) IMDb: 7.4 2025 Durante um baile, subitamente o noivo de Scarlet, Kyle, cancela o noivado. Ela é falsamente acusada de ser uma valentona e as pessoas injustamente a taxam de “vilã”. Os aristocratas e famílias nobres a denunciam. Por anos, ela teve que aturar o abuso e a idiotice dele, mas ela não ... Ação Aventura Comédia Drama Dublado Fantasia Ficção científica",https://animeplayer.com.br/animes/saigo-ni-hitotsu-dake-onegai-shitemo-yoroshii-deshou-ka-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/10/7WVc8kFsHDKYp2U3tZgv3n9BCoG.jpg,Dublado,AnimePlayer-Dub
"8.7 Sanda (Dublado) 2025 Sanda (Dublado) IMDb: 8.7 2025 No Japão do futuro, com natalidade ultrabaixa, as crianças são valorizadas, mas monitoradas. O Papai Noel é visto como perigoso e banido. Em 25 de dezembro, Kazushige Sanda, descendente do Papai Noel, é atacado pela colega Fuyumura, que quer que ele ache sua amiga desaparecida, Ono. ... Ação Aventura Drama Dublado Mistério","8.7 Sanda (Dublado) 2025 Sanda (Dublado) IMDb: 8.7 2025 No Japão do futuro, com natalidade ultrabaixa, as crianças são valorizadas, mas monitoradas. O Papai Noel é visto como perigoso e banido. Em 25 de dezembro, Kazushige Sanda, descendente do Papai Noel, é atacado pela colega Fuyumura, que quer que ele ache sua amiga desaparecida, Ono. ... Ação Aventura Drama Dublado Mistério",https://animeplayer.com.br/animes/sanda-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/10/5Nfdb0I8Az6rwSOtS4K0HnsHEd4.jpg,Dublado,AnimePlayer-Dub
"9.4 Taiyou yori mo Mabushii Hoshi (Dublado) 2025 Taiyou yori mo Mabushii Hoshi (Dublado) IMDb: 9.4 2025 Sae Iwata é uma garota mais durona do que as outras que se apaixona pelo delicado Koki Kamishiro, ainda no ensino fundamental. No ensino médio, Koki se torna um adolescente charmoso e popular e parece estar fora do alcance dela. Quando os dois trabalham juntos no comitê do festival esportivo, o ... Comédia Drama Dublado","9.4 Taiyou yori mo Mabushii Hoshi (Dublado) 2025 Taiyou yori mo Mabushii Hoshi (Dublado) IMDb: 9.4 2025 Sae Iwata é uma garota mais durona do que as outras que se apaixona pelo delicado Koki Kamishiro, ainda no ensino fundamental. No ensino médio, Koki se torna um adolescente charmoso e popular e parece estar fora do alcance dela. Quando os dois trabalham juntos no comitê do festival esportivo, o ... Comédia Drama Dublado",https://animeplayer.com.br/animes/taiyou-yori-mo-mabushii-hoshi-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/10/yZ9k8exxlXuFXjAsmIIanpfdMQ7.jpg,Dublado,AnimePlayer-Dub
"9 Kaoru Hana wa Rin to Saku (Dublado) 2025 Kaoru Hana wa Rin to Saku (Dublado) IMDb: 9 2025 Quando o intimidante Rintaro conhece a fofa Kaoruko, essa dupla inusitada se aproxima. Mas o problema é que eles estudam em escolas rivais. Comédia Drama Dublado","9 Kaoru Hana wa Rin to Saku (Dublado) 2025 Kaoru Hana wa Rin to Saku (Dublado) IMDb: 9 2025 Quando o intimidante Rintaro conhece a fofa Kaoruko, essa dupla inusitada se aproxima. Mas o problema é que eles estudam em escolas rivais. Comédia Drama Dublado",https://animeplayer.com.br/animes/kaoru-hana-wa-rin-to-saku-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/Kaoru-Hana-wa-Rin-to-Saku-Todos-os-Episodios-Online-Goyabu.webp,Dublado,AnimePlayer-Dub
"8 Cat’s Eye (Dublado) 2025 Cat’s Eye (Dublado) IMDb: 8 2025 Cat’s Eye é um trio secreto de ladras de obras de arte perseguido incansavelmente pelo investigador Toshio. Ele não sabe, mas a irmã do meio das ladras é ninguém menos que sua namorada, Hitomi. Ação Aventura Comédia Dublado Fantasia Ficção científica Mistério","8 Cat’s Eye (Dublado) 2025 Cat’s Eye (Dublado) IMDb: 8 2025 Cat’s Eye é um trio secreto de ladras de obras de arte perseguido incansavelmente pelo investigador Toshio. Ele não sabe, mas a irmã do meio das ladras é ninguém menos que sua namorada, Hitomi. Ação Aventura Comédia Dublado Fantasia Ficção científica Mistério",https://animeplayer.com.br/animes/cats-eye-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/09/wg4LPYsGyEfQnCi9otmR41jRDRc.jpg,Dublado,AnimePlayer-Dub
7.8 Hora de Aventura Dublado 2010 Hora de Aventura Dublado IMDb: 7.8 2010 Finn é um garoto gentil e bondoso mais não perde tempo quando o assunto é Aventura junto com seu amigo Jake ele viaja por toda terra de Ooo a procura de de seu melhor passa tempo:Aventura.Jake é um cachorro magico que ajuda Finn em todas suas aventuras com seus poderes de esticar.A mãe e o […] Aventura Demônios Desenhos Dublado Fantasia Legendado Magia Mistério Monstros Slice Of Life Sobrenatural,7.8 Hora de Aventura Dublado 2010 Hora de Aventura Dublado IMDb: 7.8 2010 Finn é um garoto gentil e bondoso mais não perde tempo quando o assunto é Aventura junto com seu amigo Jake ele viaja por toda terra de Ooo a procura de de seu melhor passa tempo:Aventura.Jake é um cachorro magico que ajuda Finn em todas suas aventuras com seus poderes de esticar.A mãe e o […] Aventura Demônios Desenhos Dublado Fantasia Legendado Magia Mistério Monstros Slice Of Life Sobrenatural,https://animeplayer.com.br/animes/hora-de-aventura-dublado/,https://animeplayer.com.br/wp-content/uploads/2023/07/422873.webp,Dublado,AnimePlayer-Dub
"8.7 Jigokuraku (Dublado) 2023 Jigokuraku (Dublado) IMDb: 8.7 2023 A era Edo está chegando ao fim. Gabimaru, tido como o mais forte ninja de Iwagakure, está condenado à morte, e sua única chance de sobreviver é obter o Elixir da Vida em uma certa ilha, que segundo rumores é a terra budista de Sukhavati. Na esperança de reencontrar sua querida esposa, Gabimaru ... Ação Aventura Drama Dublado Fantasia Ficção científica","8.7 Jigokuraku (Dublado) 2023 Jigokuraku (Dublado) IMDb: 8.7 2023 A era Edo está chegando ao fim. Gabimaru, tido como o mais forte ninja de Iwagakure, está condenado à morte, e sua única chance de sobreviver é obter o Elixir da Vida em uma certa ilha, que segundo rumores é a terra budista de Sukhavati. Na esperança de reencontrar sua querida esposa, Gabimaru ... Ação Aventura Drama Dublado Fantasia Ficção científica",https://animeplayer.com.br/animes/jigokuraku-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/09/agxWe7siS8Pp5X7xztCFn6rj9wg.webp,Dublado,AnimePlayer-Dub
"8.7 Chiyu Mahou no Machigatta Tsukaikata (Dublado) 2024 Chiyu Mahou no Machigatta Tsukaikata (Dublado) IMDb: 8.7 2024 Uma caminhada comum de volta para casa após a escola se transforma em uma jornada épica para Usato! Após ser subitamente transportado para outro mundo juntamente de dois colegas de classe, Usato descobre que foi convocado lá por acidente. No entanto, as coisas mudam de água pro vinho quando ele ... Ação Aventura Comédia Dublado Fantasia Incesto Super Poderes","8.7 Chiyu Mahou no Machigatta Tsukaikata (Dublado) 2024 Chiyu Mahou no Machigatta Tsukaikata (Dublado) IMDb: 8.7 2024 Uma caminhada comum de volta para casa após a escola se transforma em uma jornada épica para Usato! Após ser subitamente transportado para outro mundo juntamente de dois colegas de classe, Usato descobre que foi convocado lá por acidente. No entanto, as coisas mudam de água pro vinho quando ele ... Ação Aventura Comédia Dublado Fantasia Incesto Super Poderes",https://animeplayer.com.br/animes/chiyu-mahou-no-machigatta-tsukaikata-dublado/,https://animeplayer.com.br/wp-content/uploads/2024/01/cmnScbX505dKwpRGKoGhCsVBUw.jpg,Dublado,AnimePlayer-Dub
"8.7 Sono Bisque Doll wa Koi wo Suru 2 (Dublado) 2025 Sono Bisque Doll wa Koi wo Suru 2 (Dublado) IMDb: 8.7 2025 Segunda temporada do anime. O sonho do jovem Wakana Gojo é ser um kashirashi  um mestre artesão de bonecas tradicionais japonesas. De tanto estar focado em sua arte, ele fica alheio às novas modas e tendências, e tem dificuldades de se enturmar com a sala. Tudo muda quando uma das garotas ... Comédia Drama Dublado Ecchi Light Novel Slice Of Life","8.7 Sono Bisque Doll wa Koi wo Suru 2 (Dublado) 2025 Sono Bisque Doll wa Koi wo Suru 2 (Dublado) IMDb: 8.7 2025 Segunda temporada do anime. O sonho do jovem Wakana Gojo é ser um kashirashi  um mestre artesão de bonecas tradicionais japonesas. De tanto estar focado em sua arte, ele fica alheio às novas modas e tendências, e tem dificuldades de se enturmar com a sala. Tudo muda quando uma das garotas ... Comédia Drama Dublado Ecchi Light Novel Slice Of Life",https://animeplayer.com.br/animes/sono-bisque-doll-wa-koi-wo-suru-2-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/08/fFT9dqPsfAjnmpnSQBEPpl09tEV.jpg,Dublado,AnimePlayer-Dub
"8.1 The Fable (Dublado) 2024 The Fable (Dublado) IMDb: 8.1 2024 Fable é um assassino invencível, capaz de eliminar qualquer alvo em menos de seis segundos. Um dia, a chefia da organização ordena que ele não mate ninguém por um ano e tenha uma vida comum. Assim começa a pausa de um ano, cómica e ligeiramente excêntrica, da matança, de Fable. Ação Aventura Comédia Crime Drama Dublado Seinen","8.1 The Fable (Dublado) 2024 The Fable (Dublado) IMDb: 8.1 2024 Fable é um assassino invencível, capaz de eliminar qualquer alvo em menos de seis segundos. Um dia, a chefia da organização ordena que ele não mate ninguém por um ano e tenha uma vida comum. Assim começa a pausa de um ano, cómica e ligeiramente excêntrica, da matança, de Fable. Ação Aventura Comédia Crime Drama Dublado Seinen",https://animeplayer.com.br/animes/the-fable-dublado/,https://animeplayer.com.br/wp-content/uploads/2024/08/the-fable-new-key-visual-v0-IoiXfchLpMUnJUJfnapDrSfehdzv139kG_V5o5Y_NbU.webp,Dublado,AnimePlayer-Dub
10 Sword Art Online 2 (Dublado) 2014 Sword Art Online 2 (Dublado) IMDb: 10 2014 O Soul Translator é uma interface de imersão completa de última geração que interage com o Fluctlight do usuário — o equivalente tecnológico de uma alma humana — e difere fundamentalmente do método ortodoxo de enviar sinais ao cérebro. O instituto privado Rath pretende aperfeiçoar sua criação ... Ação Aventura Dublado Fantasia Ficção científica Jogo Slice Of Life,10 Sword Art Online 2 (Dublado) 2014 Sword Art Online 2 (Dublado) IMDb: 10 2014 O Soul Translator é uma interface de imersão completa de última geração que interage com o Fluctlight do usuário — o equivalente tecnológico de uma alma humana — e difere fundamentalmente do método ortodoxo de enviar sinais ao cérebro. O instituto privado Rath pretende aperfeiçoar sua criação ... Ação Aventura Dublado Fantasia Ficção científica Jogo Slice Of Life,https://animeplayer.com.br/animes/sword-art-online-2-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/08/kd4EtP4I143o8kTO1q5AY9nABBz.jpg,Dublado,AnimePlayer-Dub
"9 Shin Samurai-den Yaiba (Dublado) 2025 Shin Samurai-den Yaiba (Dublado) IMDb: 9 2025 Yaiba sonha em se tornar um verdadeiro samurai. Ele parte da floresta, onde vive em paz. Sua jornada o leva até a cidade. Lá, enfrenta rivais perigosos, encontra aliados inesperados e descobre poderes ancestrais. Ação Aventura Comédia Dublado Fantasia Ficção científica","9 Shin Samurai-den Yaiba (Dublado) 2025 Shin Samurai-den Yaiba (Dublado) IMDb: 9 2025 Yaiba sonha em se tornar um verdadeiro samurai. Ele parte da floresta, onde vive em paz. Sua jornada o leva até a cidade. Lá, enfrenta rivais perigosos, encontra aliados inesperados e descobre poderes ancestrais. Ação Aventura Comédia Dublado Fantasia Ficção científica",https://animeplayer.com.br/animes/shin-samurai-den-yaiba-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/08/1jltcsz17CkfyhpcsSlmVC6pQGh.jpg,Dublado,AnimePlayer-Dub
"10 Sword Art Online (Dublado) 2012 Sword Art Online (Dublado) IMDb: 10 2012 Escapar é impossível até o jogo ser completado, um game over significa uma verdadeira morte. Sem saber a verdade da misteriosa nova geração do RPG, Sword Art Online, aproximadamente 10 mil jogadores logaram juntos, abrindo as cortinas para essa cruel batalha mortal. Jogando sozinho, o ... Ação Aventura Drama Dublado Fantasia Ficção científica Isekai Jogo Romance Shounen Slice Of Life","10 Sword Art Online (Dublado) 2012 Sword Art Online (Dublado) IMDb: 10 2012 Escapar é impossível até o jogo ser completado, um game over significa uma verdadeira morte. Sem saber a verdade da misteriosa nova geração do RPG, Sword Art Online, aproximadamente 10 mil jogadores logaram juntos, abrindo as cortinas para essa cruel batalha mortal. Jogando sozinho, o ... Ação Aventura Drama Dublado Fantasia Ficção científica Isekai Jogo Romance Shounen Slice Of Life",https://animeplayer.com.br/animes/sword-art-online-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/08/nfnpRV9P5hr3HopG2pX2Zrfqd9g.jpg,Dublado,AnimePlayer-Dub
"6.7 JoJo no Kimyou na Bouken (Dublado) 2012 JoJo no Kimyou na Bouken (Dublado) IMDb: 6.7 2012 A saga começa na Inglaterra do século XIX e narra a rivalidade entre Jonathan Joestar, um jovem aristocrata, e Dio Brando, um garoto plebeu. O pai de Jonathan acolhe Dio após a morte dos pais do garoto. Incomodado com sua origem humilde, Dio deixa que a ambição e o desejo de poder o consumam. ... Ação Dublado Fantasia Ficção científica","6.7 JoJo no Kimyou na Bouken (Dublado) 2012 JoJo no Kimyou na Bouken (Dublado) IMDb: 6.7 2012 A saga começa na Inglaterra do século XIX e narra a rivalidade entre Jonathan Joestar, um jovem aristocrata, e Dio Brando, um garoto plebeu. O pai de Jonathan acolhe Dio após a morte dos pais do garoto. Incomodado com sua origem humilde, Dio deixa que a ambição e o desejo de poder o consumam. ... Ação Dublado Fantasia Ficção científica",https://animeplayer.com.br/animes/jojo-no-kimyou-na-bouken-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/08/okoCuLlbLBUwj4BBWYat3XErP75.jpg,Dublado,AnimePlayer-Dub
"8.1 Anne Shirley (Dublado) 2025 Anne Shirley (Dublado) IMDb: 8.1 2025 Na bela Ilha do Príncipe Edward no Canada, uma órfã chamada Anne Shirley é mandada por engano para Green Gables, terra de Matthew e Marilla Cuthbert. Eles escolhem mesmo assim adotá-la, e Anne encontra amizade, amor e alegria em sua nova casa. Venha conosco para a história de uma garota ... Drama Dublado Família","8.1 Anne Shirley (Dublado) 2025 Anne Shirley (Dublado) IMDb: 8.1 2025 Na bela Ilha do Príncipe Edward no Canada, uma órfã chamada Anne Shirley é mandada por engano para Green Gables, terra de Matthew e Marilla Cuthbert. Eles escolhem mesmo assim adotá-la, e Anne encontra amizade, amor e alegria em sua nova casa. Venha conosco para a história de uma garota ... Drama Dublado Família",https://animeplayer.com.br/animes/anne-shirley-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/6NBujI94TdSpD7CWM86s8l98KWX.jpg,Dublado,AnimePlayer-Dub
0 Dosanko Gal wa Namara Menkoi (Dublado) 2024 Dosanko Gal wa Namara Menkoi (Dublado) 2024 Flocos de neve não são as únicas coisas caindo em Hokkaido – também estão caindo os queixos de todo mundo… graças às garotas incrivelmente fofas que estão transformando o norte congelado em um terreno cheio de vida com moda e diversão. Prepare-se para uma tempestade de inverno repleta de ... Comédia Dublado Escolar Shounen,0 Dosanko Gal wa Namara Menkoi (Dublado) 2024 Dosanko Gal wa Namara Menkoi (Dublado) 2024 Flocos de neve não são as únicas coisas caindo em Hokkaido – também estão caindo os queixos de todo mundo… graças às garotas incrivelmente fofas que estão transformando o norte congelado em um terreno cheio de vida com moda e diversão. Prepare-se para uma tempestade de inverno repleta de ... Comédia Dublado Escolar Shounen,https://animeplayer.com.br/animes/dosanko-gal-wa-namara-menkoi-dublado/,https://animeplayer.com.br/wp-content/uploads/2024/01/4wttuiqXv3lmLJLaa74SoKSXEPU.jpg,Dublado,AnimePlayer-Dub
"8.1 Haiyore! Nyaruko-san (Dublado) 2012 Haiyore! Nyaruko-san (Dublado) IMDb: 8.1 2012 O protagonista da história é Nyaruko-san, uma divindade sem forma chamada Cthulhu, que pode assumir qualquer forma desejada. Apesar do nome, Nyaruko não parece muito assustador, de fato, entre as muitas formas disponíveis para ele, os deuses parecem preferir a aparência de uma garota normal, ... Comédia Dublado Ecchi","8.1 Haiyore! Nyaruko-san (Dublado) 2012 Haiyore! Nyaruko-san (Dublado) IMDb: 8.1 2012 O protagonista da história é Nyaruko-san, uma divindade sem forma chamada Cthulhu, que pode assumir qualquer forma desejada. Apesar do nome, Nyaruko não parece muito assustador, de fato, entre as muitas formas disponíveis para ele, os deuses parecem preferir a aparência de uma garota normal, ... Comédia Dublado Ecchi",https://animeplayer.com.br/animes/haiyore-nyaruko-san-dublado/,https://animeplayer.com.br/wp-content/uploads/2023/01/znQvrltrSDvWQKq65Sgyq9QeAqs.jpg,Dublado,AnimePlayer-Dub
"7.4 Tsuki ga Michibiku Isekai Douchuu (Dublado) 2021 Tsuki ga Michibiku Isekai Douchuu (Dublado) IMDb: 7.4 2021 A história acompanha Makoto Misumi, um jovem comum que é invocado em um mundo de fantasia para ser o grande herói que salvará as pessoas. Entretanto, quando a Deusa do lugar o vê, acaba o destituindo do título e o banindo para uma região deserta por achar o rosto do rapaz feio demais. Tendo ... Aventura Dublado Fantasia Isekai Monstros","7.4 Tsuki ga Michibiku Isekai Douchuu (Dublado) 2021 Tsuki ga Michibiku Isekai Douchuu (Dublado) IMDb: 7.4 2021 A história acompanha Makoto Misumi, um jovem comum que é invocado em um mundo de fantasia para ser o grande herói que salvará as pessoas. Entretanto, quando a Deusa do lugar o vê, acaba o destituindo do título e o banindo para uma região deserta por achar o rosto do rapaz feio demais. Tendo ... Aventura Dublado Fantasia Isekai Monstros",https://animeplayer.com.br/animes/tsuki-ga-michibiku-isekai-douchuu-dublado/,https://animeplayer.com.br/wp-content/uploads/2024/01/oGTihBVxHROSWa1WJnireCbl0KQ.jpg,Dublado,AnimePlayer-Dub
"7.8 Futari Solo Camp (Dublado) 2025 Futari Solo Camp (Dublado) IMDb: 7.8 2025 Gen Kinokura, 34 anos. Gen, um cara que gosta de acampar sozinho, estava curtindo sua solidão como sempre… Mas, em uma reviravolta inesperada, ele tem um encontro casual com uma super novata em acampamentos, Shizuku Kusano, e a contragosto deixa ela se juntar a ele em seu acampamento ... Comédia Dublado","7.8 Futari Solo Camp (Dublado) 2025 Futari Solo Camp (Dublado) IMDb: 7.8 2025 Gen Kinokura, 34 anos. Gen, um cara que gosta de acampar sozinho, estava curtindo sua solidão como sempre… Mas, em uma reviravolta inesperada, ele tem um encontro casual com uma super novata em acampamentos, Shizuku Kusano, e a contragosto deixa ela se juntar a ele em seu acampamento ... Comédia Dublado",https://animeplayer.com.br/animes/futari-solo-camp-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/gP7rdhoejxIwZUzB6vpnlsQsdOB.jpg,Dublado,AnimePlayer-Dub
8 Kakkou no Iinazuke 2 (Dublado) 2025 Kakkou no Iinazuke 2 (Dublado) IMDb: 8 2025 Segunda temporada de Kakkou no Iinazuke Dublado,8 Kakkou no Iinazuke 2 (Dublado) 2025 Kakkou no Iinazuke 2 (Dublado) IMDb: 8 2025 Segunda temporada de Kakkou no Iinazuke Dublado,https://animeplayer.com.br/animes/kakkou-no-iinazuke-2-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/Kakkou-no-Iinazuke-2-Todos-os-Episodios-Online-Goyabu.webp,Dublado,AnimePlayer-Dub
"10 Lord of Mysteries (Dublado) 2025 Lord of Mysteries (Dublado) IMDb: 10 2025 Num mundo steampunk de segredos e deuses, Klein mergulha profundamente no ocultismo, no poder e no perigo! Dublado Fantasia Ficção científica Mistério","10 Lord of Mysteries (Dublado) 2025 Lord of Mysteries (Dublado) IMDb: 10 2025 Num mundo steampunk de segredos e deuses, Klein mergulha profundamente no ocultismo, no poder e no perigo! Dublado Fantasia Ficção científica Mistério",https://animeplayer.com.br/animes/lord-of-mysteries-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/06/kBRyCCZWipMO5Gu9Y02nE3iMgr0.jpg,Dublado,AnimePlayer-Dub
"8 Tsuyokute New Saga (Dublado) 2025 Tsuyokute New Saga (Dublado) IMDb: 8 2025 Depois de uma batalha árdua, o cavaleiro mágico Kyle finalmente derrota o lorde demônio… ou assim ele acredita. Ele acorda e se encontra na terra que foi destruída em sua vida passada. Ele se reencontra com a pessoa querida que ele pensava ter perdido para sempre. Para impedir que o mundo ... Ação Aventura Demônios Dublado Fantasia Ficção científica Monstros","8 Tsuyokute New Saga (Dublado) 2025 Tsuyokute New Saga (Dublado) IMDb: 8 2025 Depois de uma batalha árdua, o cavaleiro mágico Kyle finalmente derrota o lorde demônio… ou assim ele acredita. Ele acorda e se encontra na terra que foi destruída em sua vida passada. Ele se reencontra com a pessoa querida que ele pensava ter perdido para sempre. Para impedir que o mundo ... Ação Aventura Demônios Dublado Fantasia Ficção científica Monstros",https://animeplayer.com.br/animes/tsuyokute-new-saga-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/GihxR-pboAA4ldM.jpg,Dublado,AnimePlayer-Dub
8.9 Tate no Yuusha no Nariagari 4 (Dublado) 2025 Tate no Yuusha no Nariagari 4 (Dublado) IMDb: 8.9 2025 Temporada 4 de Tate no Yuusha no Nariagari Ação Aventura Comédia Drama Dublado Fantasia Ficção científica Light Novel Romance Seinen,8.9 Tate no Yuusha no Nariagari 4 (Dublado) 2025 Tate no Yuusha no Nariagari 4 (Dublado) IMDb: 8.9 2025 Temporada 4 de Tate no Yuusha no Nariagari Ação Aventura Comédia Drama Dublado Fantasia Ficção científica Light Novel Romance Seinen,https://animeplayer.com.br/animes/tate-no-yuusha-no-nariagari-4-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/filters_quality95formatwebp-2.webp,Dublado,AnimePlayer-Dub
"10 Nyaight of the Living Cat (Dublado) 2025 Nyaight of the Living Cat (Dublado) IMDb: 10 2025 Em 20XX, o mundo é dominado por gatos. Um vírus que transforma qualquer pessoa que toque em um gato em outro gato se espalhou, criando uma “gatástrofe” mundial. Os gatos se esfregam nas pessoas, transformando elas em gatos também! Será que a humanidade conseguirá resistir à vontade ... Ação Aventura Comédia Dublado Fantasia Ficção científica","10 Nyaight of the Living Cat (Dublado) 2025 Nyaight of the Living Cat (Dublado) IMDb: 10 2025 Em 20XX, o mundo é dominado por gatos. Um vírus que transforma qualquer pessoa que toque em um gato em outro gato se espalhou, criando uma “gatástrofe” mundial. Os gatos se esfregam nas pessoas, transformando elas em gatos também! Será que a humanidade conseguirá resistir à vontade ... Ação Aventura Comédia Dublado Fantasia Ficção científica",https://animeplayer.com.br/animes/nyaight-of-the-living-cat-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/Nyaight-of-the-Living-Cat.webp,Dublado,AnimePlayer-Dub
"9.5 City The Animation (Dublado) 2025 City The Animation (Dublado) IMDb: 9.5 2025 Esta não é uma cidade qualquer. Aqui tem alegria, amor e momentos emocionantes. Uma vida comum imprevisível é apresentada pelos moradores! Coisas legais não param de acontecer. Bem-vindo a CITY. Comédia Dublado","9.5 City The Animation (Dublado) 2025 City The Animation (Dublado) IMDb: 9.5 2025 Esta não é uma cidade qualquer. Aqui tem alegria, amor e momentos emocionantes. Uma vida comum imprevisível é apresentada pelos moradores! Coisas legais não param de acontecer. Bem-vindo a CITY. Comédia Dublado",https://animeplayer.com.br/animes/city-the-animation-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/City-The-Animation.jpg,Dublado,AnimePlayer-Dub
"9.4 Tougen Anki (Dublado) 2025 Tougen Anki (Dublado) IMDb: 9.4 2025 As linhagens de “Oni” e “Momotaro” foram passadas entre certos humanos por gerações. Há muito tempo, os Oni, conscientes de sua própria ferocidade, viviam em reclusão. No entanto, sua paz foi destruída por uma invasão liderada por Momotaro. Ao longo de milhares de anos, ... Ação Aventura Dublado Fantasia Ficção científica","9.4 Tougen Anki (Dublado) 2025 Tougen Anki (Dublado) IMDb: 9.4 2025 As linhagens de “Oni” e “Momotaro” foram passadas entre certos humanos por gerações. Há muito tempo, os Oni, conscientes de sua própria ferocidade, viviam em reclusão. No entanto, sua paz foi destruída por uma invasão liderada por Momotaro. Ao longo de milhares de anos, ... Ação Aventura Dublado Fantasia Ficção científica",https://animeplayer.com.br/animes/tougen-anki-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/Tougen-Anki-.webp,Dublado,AnimePlayer-Dub
"5 New PANTY & STOCKING with GARTERBELT (Dublado) 2025 New PANTY & STOCKING with GARTERBELT (Dublado) IMDb: 5 2025 Em Daten City, entre o Céu e o Inferno, “fantasmas” sinistros se alimentam dos desejos e ressentimentos humanos.Duas figuras misteriosas surgem para destruir esses seres com luz divina: Panty & Stocking.Essas irmãs anjos que caíram do Céu precisam dissipar as trevas que ... Ação Aventura Comédia Dublado Fantasia Ficção científica","5 New PANTY & STOCKING with GARTERBELT (Dublado) 2025 New PANTY & STOCKING with GARTERBELT (Dublado) IMDb: 5 2025 Em Daten City, entre o Céu e o Inferno, “fantasmas” sinistros se alimentam dos desejos e ressentimentos humanos.Duas figuras misteriosas surgem para destruir esses seres com luz divina: Panty & Stocking.Essas irmãs anjos que caíram do Céu precisam dissipar as trevas que ... Ação Aventura Comédia Dublado Fantasia Ficção científica",https://animeplayer.com.br/animes/new-panty-stocking-with-garterbelt-dublado/,https://animeplayer.com.br/wp-content/uploads/2025/07/New-PANTY-STOCKING-with-GARTERBELT.webp,Dublado,AnimePlayer-Dub
